Page,Column,transcription,Points,quoc_ngu_groundtruth,Chữ Quốc Ngữ,transcription_list,quoc_ngu_groundtruth_list
213,3,無百官育同,"[(224, 67), (251, 279)]",vô bá quan hữu tư,Vô Bá Quan Hữu Tư,"['無', '百', '官', '育', '同']","['vô', 'bá', 'quan', 'hữu', 'tư']"
213,4,故之十取一而足也,"[(178, 68), (211, 409)]",cố nhị thập thủ nhất nhi túc dã,Cố Nhị Thập Thủ Nhất Nhi Túc Dã,"['故', '之', '十', '取', '一', '而', '足', '也']","['cố', 'nhị', 'thập', 'thủ', 'nhất', 'nhi', 'túc', 'dã']"
213,5,令居中國,"[(132, 65), (166, 235)]",kim cư trung quốc,Kim Cư Trung Quốc,"['令', '居', '中', '國']","['kim', 'cư', 'trung', 'quốc']"
213,6,去人倫無君子,"[(84, 64), (125, 371)]",khứ nhân luân vô quân tử,Khứ Nhân Luân Vô Quân Tử,"['去', '人', '倫', '無', '君', '子']","['khứ', 'nhân', 'luân', 'vô', 'quân', 'tử']"
213,7,如之何其可也,"[(42, 66), (78, 328)]",như chi hà kỳ khả dã,Như Chi Hà Kỳ Khả Dã,"['如', '之', '何', '其', '可', '也']","['như', 'chi', 'hà', 'kỳ', 'khả', 'dã']"
215,0,陶以家,"[(351, 62), (396, 202)]",đào dĩ quả,Đào Dĩ Quả,"['陶', '以', '家']","['đào', 'dĩ', 'quả']"
215,1,旦不可以爲國,"[(311, 70), (347, 324)]",thả bất khả dĩ vi quốc,Thả Bất Khả Dĩ Vi Quốc,"['旦', '不', '可', '以', '爲', '國']","['thả', 'bất', 'khả', 'dĩ', 'vi', 'quốc']"
215,2,况無君子乎,"[(268, 70), (301, 282)]",huống vô quân tử hồ,Huống Vô Quân Tử Hồ,"['况', '無', '君', '子', '乎']","['huống', 'vô', 'quân', 'tử', 'hồ']"
215,3,欲輕之於堯舜之道者,"[(218, 65), (260, 459)]",dục khinh chi ư nghiêu thuấn chi đạo giả,Dục Khinh Chi Ư Nghiêu Thuấn Chi Đạo Giả,"['欲', '輕', '之', '於', '堯', '舜', '之', '道', '者']","['dục', 'khinh', 'chi', 'ư', 'nghiêu', 'thuấn', 'chi', 'đạo', 'giả']"
215,4,大貉小貉也,"[(173, 63), (218, 323)]",đại mạch tiểu mạch dã,Đại Mạch Tiểu Mạch Dã,"['大', '貉', '小', '貉', '也']","['đại', 'mạch', 'tiểu', 'mạch', 'dã']"
215,5,欲重之於堯舜之道者,"[(131, 66), (170, 457)]",dục trọng chi ư nghiêu thuấn chi đạo giả,Dục Trọng Chi Ư Nghiêu Thuấn Chi Đạo Giả,"['欲', '重', '之', '於', '堯', '舜', '之', '道', '者']","['dục', 'trọng', 'chi', 'ư', 'nghiêu', 'thuấn', 'chi', 'đạo', 'giả']"
215,6,大傑,"[(84, 62), (127, 154)]",đại kiệt,Đại Kiệt,"['大', '傑']","['đại', 'kiệt']"
215,7,小桀也,"[(44, 66), (79, 194)]",tiểu kiệt dã,Tiểu Kiệt Dã,"['小', '桀', '也']","['tiểu', 'kiệt', 'dã']"
217,0,白圭曰,"[(360, 65), (390, 188)]",bạch khuê viết,11 Bạch Khuê Viết,"['白', '圭', '曰']","['bạch', 'khuê', 'viết']"
217,1,󰑼之治氷也愈於禹,"[(315, 65), (348, 408)]",đan chi trị thủy dã dũ ư vũ,Đan Chi Trị Thủy Dã Dũ Ư Vũ,"['\U000f047c', '之', '治', '氷', '也', '愈', '於', '禹']","['đan', 'chi', 'trị', 'thủy', 'dã', 'dũ', 'ư', 'vũ']"
217,2,孟子曰子過矣,"[(266, 65), (307, 372)]",mạnh tử viết tử quá hỹ,Mạnh Tử Viết Tử Quá Hỹ,"['孟', '子', '曰', '子', '過', '矣']","['mạnh', 'tử', 'viết', 'tử', 'quá', 'hỹ']"
217,3,禹之治水水之道也,"[(223, 63), (260, 453)]",vũ chi trị thủy thủy chi đạo dã,Vũ Chi Trị Thủy Thủy Chi Đạo Dã,"['禹', '之', '治', '水', '水', '之', '道', '也']","['vũ', 'chi', 'trị', 'thủy', 'thủy', 'chi', 'đạo', 'dã']"
217,4,是故禹以四海爲懿,"[(181, 63), (213, 410)]",thị cố vũ dĩ tứ hải vi hác,Thị Cố Vũ Dĩ Tứ Hải Vi Hác,"['是', '故', '禹', '以', '四', '海', '爲', '懿']","['thị', 'cố', 'vũ', 'dĩ', 'tứ', 'hải', 'vi', 'hác']"
217,5,令吾子以鄰國爲坚,"[(135, 64), (168, 411)]",kim ngô tử dĩ lân quốc vi hác,Kim Ngô Tử Dĩ Lân Quốc Vi Hác,"['令', '吾', '子', '以', '鄰', '國', '爲', '坚']","['kim', 'ngô', 'tử', 'dĩ', 'lân', 'quốc', 'vi', 'hác']"
217,6,水逆行謂之澄水,"[(85, 58), (130, 413)]",thủy nghịch hành vị chi giáng thủy,Thủy Nghịch Hành Vị Chi Giáng Thủy,"['水', '逆', '行', '謂', '之', '澄', '水']","['thủy', 'nghịch', 'hành', 'vị', 'chi', 'giáng', 'thủy']"
217,7,澄水者決水也,"[(43, 58), (84, 364)]",giáng thủy giả hồng thủy dã,Giáng Thủy Giả Hồng Thủy Dã,"['澄', '水', '者', '決', '水', '也']","['giáng', 'thủy', 'giả', 'hồng', 'thủy', 'dã']"
219,0,仁人之所惡也,"[(348, 62), (400, 332)]",nhân nhân chi sở ố dã,Nhân Nhân Chi Sở Ố Dã,"['仁', '人', '之', '所', '惡', '也']","['nhân', 'nhân', 'chi', 'sở', 'ố', 'dã']"
219,1,咍子過矣,"[(308, 67), (351, 246)]",ngô tử quá hỹ,Ngô Tử Quá Hỹ,"['咍', '子', '過', '矣']","['ngô', 'tử', 'quá', 'hỹ']"
219,2,孟子曰,"[(267, 70), (304, 194)]",mạnh tử viết,12 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
219,3,君子不亮一惡乎執,"[(216, 70), (264, 429)]",quân tử bất lượng ô hồ chấp,Quân Tử Bất Lượng Ô Hồ Chấp,"['君', '子', '不', '亮', '一', '惡', '乎', '執']","['quân', 'tử', 'bất', 'lượng', 'ô', 'hồ', 'chấp']"
219,4,會欲使樂正子爲政,"[(178, 71), (214, 426)]",lỗ dục sử nhạc chính tử vi chính,13 Lỗ Dục Sử Nhạc Chính Tử Vi Chính,"['會', '欲', '使', '樂', '正', '子', '爲', '政']","['lỗ', 'dục', 'sử', 'nhạc', 'chính', 'tử', 'vi', 'chính']"
219,5,孟子曰,"[(132, 68), (167, 194)]",mạnh tử viết,Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
219,6,音󰘇之,"[(83, 65), (128, 199)]",ngô văn chi,Ngô Văn Chi,"['音', '\U000f0607', '之']","['ngô', 'văn', 'chi']"
219,7,喜而不寒,"[(42, 66), (82, 248)]",hỷ nhi bất mỵ,Hỷ Nhi Bất Mỵ,"['喜', '而', '不', '寒']","['hỷ', 'nhi', 'bất', 'mỵ']"
221,0,公孫壬曰,"[(350, 63), (390, 234)]",công tôn sửu viết,Công Tôn Sửu Viết,"['公', '孫', '壬', '曰']","['công', 'tôn', 'sửu', 'viết']"
221,1,樂正子強乎,"[(308, 65), (345, 285)]",nhạc chính tử cường hồ,Nhạc Chính Tử Cường Hồ,"['樂', '正', '子', '強', '乎']","['nhạc', 'chính', 'tử', 'cường', 'hồ']"
221,2,曰否,"[(264, 70), (300, 148)]",viết phủ,Viết Phủ,"['曰', '否']","['viết', 'phủ']"
221,3,有知慮乎,"[(218, 67), (252, 239)]",hữu trí lự hồ,Hữu Trí Lự Hồ,"['有', '知', '慮', '乎']","['hữu', 'trí', 'lự', 'hồ']"
221,4,曰否,"[(174, 70), (210, 148)]",viết phủ,Viết Phủ,"['曰', '否']","['viết', 'phủ']"
221,5,多聞識乎,"[(130, 61), (167, 237)]",đa văn thức hồ,Đa Văn Thức Hồ,"['多', '聞', '識', '乎']","['đa', 'văn', 'thức', 'hồ']"
221,6,曰否,"[(86, 69), (122, 149)]",viết phủ,Viết Phủ,"['曰', '否']","['viết', 'phủ']"
221,7,然則奚爲喜而不寒,"[(40, 64), (77, 424)]",nhiên tắc hề vi hỷ nhi bất mỵ,Nhiên Tắc Hề Vi Hỷ Nhi Bất Mỵ,"['然', '則', '奚', '爲', '喜', '而', '不', '寒']","['nhiên', 'tắc', 'hề', 'vi', 'hỷ', 'nhi', 'bất', 'mỵ']"
223,0,曰其爲人也好善,"[(353, 69), (394, 369)]",viết kỳ vi nhân dã hảo thiện,Viết Kỳ Vi Nhân Dã Hảo Thiện,"['曰', '其', '爲', '人', '也', '好', '善']","['viết', 'kỳ', 'vi', 'nhân', 'dã', 'hảo', 'thiện']"
223,1,好善足乎,"[(311, 67), (348, 242)]",hảo thiện túc hồ,Hảo Thiện Túc Hồ,"['好', '善', '足', '乎']","['hảo', 'thiện', 'túc', 'hồ']"
223,2,曰好善侵於夭下,"[(264, 71), (304, 369)]",viết hảo thiện ưu ư thiên hạ,Viết Hảo Thiện Ưu Ư Thiên Hạ,"['曰', '好', '善', '侵', '於', '夭', '下']","['viết', 'hảo', 'thiện', 'ưu', 'ư', 'thiên', 'hạ']"
223,3,而况魯國牟,"[(226, 73), (253, 280)]",nhi huống lỗ quốc hồ,Nhi Huống Lỗ Quốc Hồ,"['而', '况', '魯', '國', '牟']","['nhi', 'huống', 'lỗ', 'quốc', 'hồ']"
223,4,夫苟好善,"[(175, 65), (214, 237)]",phù cẩu hảo thiện,Phù Cẩu Hảo Thiện,"['夫', '苟', '好', '善']","['phù', 'cẩu', 'hảo', 'thiện']"
223,5,則四海之凶,"[(133, 68), (170, 280)]",tắc tứ hải chi nội,Tắc Tứ Hải Chi Nội,"['則', '四', '海', '之', '凶']","['tắc', 'tứ', 'hải', 'chi', 'nội']"
223,6,㗂將輕牢埋,"[(89, 67), (123, 281)]",giai tương khinh thiên lý,Giai Tương Khinh Thiên Lý,"['㗂', '將', '輕', '牢', '埋']","['giai', 'tương', 'khinh', 'thiên', 'lý']"
223,7,而來告之以善,"[(46, 70), (76, 323)]",nhi lai cáo chi dĩ thiện,Nhi Lai Cáo Chi Dĩ Thiện,"['而', '來', '告', '之', '以', '善']","['nhi', 'lai', 'cáo', 'chi', 'dĩ', 'thiện']"
225,0,夫苟不好善,"[(358, 69), (391, 282)]",phù cẩu bất hảo thiện,Phù Cẩu Bất Hảo Thiện,"['夫', '苟', '不', '好', '善']","['phù', 'cẩu', 'bất', 'hảo', 'thiện']"
225,1,則人將曰,"[(310, 66), (349, 238)]",tắc nhân tương viết,Tắc Nhân Tương Viết,"['則', '人', '將', '曰']","['tắc', 'nhân', 'tương', 'viết']"
225,2,記記子既己知之矣,"[(262, 64), (306, 462)]",di di dư ký dĩ tri chi hỹ,Di Di Dư Ký Dĩ Tri Chi Hỹ,"['記', '記', '子', '既', '己', '知', '之', '矣']","['di', 'di', 'dư', 'ký', 'dĩ', 'tri', 'chi', 'hỹ']"
225,3,訛訛之聲音顔包,"[(223, 71), (256, 371)]",di di chi thanh âm nhan sắc,Di Di Chi Thanh Âm Nhan Sắc,"['訛', '訛', '之', '聲', '音', '顔', '包']","['di', 'di', 'chi', 'thanh', 'âm', 'nhan', 'sắc']"
225,4,距人於牟里之外,"[(179, 71), (212, 377)]",cự nhân ư thiên lý chi ngoại,Cự Nhân Ư Thiên Lý Chi Ngoại,"['距', '人', '於', '牟', '里', '之', '外']","['cự', 'nhân', 'ư', 'thiên', 'lý', 'chi', 'ngoại']"
225,5,士止於牟里之外,"[(136, 70), (166, 375)]",sĩ chỉ ư thiên lý chi ngoại,Sĩ Chỉ Ư Thiên Lý Chi Ngoại,"['士', '止', '於', '牟', '里', '之', '外']","['sĩ', 'chỉ', 'ư', 'thiên', 'lý', 'chi', 'ngoại']"
225,6,則讒諸靣䛕之人至矣,"[(87, 68), (123, 462)]",tắc sàm siểm diện du chi nhân chí hỹ,Tắc Sàm Siểm Diện Du Chi Nhân Chí Hỹ,"['則', '讒', '諸', '靣', '䛕', '之', '人', '至', '矣']","['tắc', 'sàm', 'siểm', 'diện', 'du', 'chi', 'nhân', 'chí', 'hỹ']"
225,7,興讒諸面䛕之人居,"[(47, 70), (77, 418)]",dữ sàm siểm diện du chi nhân cư,Dữ Sàm Siểm Diện Du Chi Nhân Cư,"['興', '讒', '諸', '面', '䛕', '之', '人', '居']","['dữ', 'sàm', 'siểm', 'diện', 'du', 'chi', 'nhân', 'cư']"
227,0,國欲治,"[(350, 61), (398, 192)]",quốc dục trị,Quốc Dục Trị,"['國', '欲', '治']","['quốc', 'dục', 'trị']"
227,1,可得乎,"[(307, 64), (352, 196)]",khả đắc hồ,Khả Đắc Hồ,"['可', '得', '乎']","['khả', 'đắc', 'hồ']"
227,2,陳子曰,"[(264, 63), (308, 191)]",trần tử viết,14 Trần Tử Viết,"['陳', '子', '曰']","['trần', 'tử', 'viết']"
227,3,古之君子何如則仕,"[(218, 65), (261, 457)]",cổ chi quân tử hà như tắc sĩ,Cổ Chi Quân Tử Hà Như Tắc Sĩ,"['古', '之', '君', '子', '何', '如', '則', '仕']","['cổ', 'chi', 'quân', 'tử', 'hà', 'như', 'tắc', 'sĩ']"
227,4,孟子曰,"[(176, 62), (217, 192)]",mạnh tử viết,Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
227,5,所就三所去三,"[(127, 59), (176, 376)]",sở tựu tam sở khứ tam,Sở Tựu Tam Sở Khứ Tam,"['所', '就', '三', '所', '去', '三']","['sở', 'tựu', 'tam', 'sở', 'khứ', 'tam']"
227,6,迎之致敬扒有禮,"[(84, 65), (127, 377)]",nghênh chi chí kính dĩ hữu lễ,Nghênh Chi Chí Kính Dĩ Hữu Lễ,"['迎', '之', '致', '敬', '扒', '有', '禮']","['nghênh', 'chi', 'chí', 'kính', 'dĩ', 'hữu', 'lễ']"
227,7,言將行其言也,"[(43, 68), (80, 324)]",ngôn tương hành kỳ ngôn dã,Ngôn Tương Hành Kỳ Ngôn Dã,"['言', '將', '行', '其', '言', '也']","['ngôn', 'tương', 'hành', 'kỳ', 'ngôn', 'dã']"
229,0,則就之,"[(352, 54), (397, 183)]",tắc tựu chi,Tắc Tựu Chi,"['則', '就', '之']","['tắc', 'tựu', 'chi']"
229,1,禮貌耒衰,"[(306, 54), (354, 235)]",lễ mạo vị suy,Lễ Mạo Vị Suy,"['禮', '貌', '耒', '衰']","['lễ', 'mạo', 'vị', 'suy']"
229,2,言弗行也則去之,"[(267, 61), (309, 408)]",ngôn phất hành dã tắc khứ chi,Ngôn Phất Hành Dã Tắc Khứ Chi,"['言', '弗', '行', '也', '則', '去', '之']","['ngôn', 'phất', 'hành', 'dã', 'tắc', 'khứ', 'chi']"
229,3,其矣雖耒行其言也,"[(221, 55), (264, 448)]",kỳ thứ tuy vị hành kỳ ngôn dã,Kỳ Thứ Tuy Vị Hành Kỳ Ngôn Dã,"['其', '矣', '雖', '耒', '行', '其', '言', '也']","['kỳ', 'thứ', 'tuy', 'vị', 'hành', 'kỳ', 'ngôn', 'dã']"
229,4,迎之致敬󰜋有禮,"[(175, 56), (220, 368)]",nghênh chi chí kính dĩ hữu lễ,Nghênh Chi Chí Kính Dĩ Hữu Lễ,"['迎', '之', '致', '敬', '\U000f070b', '有', '禮']","['nghênh', 'chi', 'chí', 'kính', 'dĩ', 'hữu', 'lễ']"
229,5,則就之,"[(129, 54), (175, 186)]",tắc tựu chi,Tắc Tựu Chi,"['則', '就', '之']","['tắc', 'tựu', 'chi']"
229,6,禮貌衰則去之,"[(83, 52), (132, 367)]",lễ mạo suy tắc khứ chi,Lễ Mạo Suy Tắc Khứ Chi,"['禮', '貌', '衰', '則', '去', '之']","['lễ', 'mạo', 'suy', 'tắc', 'khứ', 'chi']"
229,7,其下,"[(45, 56), (84, 142)]",kỳ hạ,Kỳ Hạ,"['其', '下']","['kỳ', 'hạ']"
231,0,朝不食爫不食,"[(352, 65), (394, 374)]",triều bất thực tịch bất thực,Triều Bất Thực Tịch Bất Thực,"['朝', '不', '食', '爫', '不', '食']","['triều', 'bất', 'thực', 'tịch', 'bất', 'thực']"
231,1,鱗饒不能曲門斤,"[(311, 67), (347, 374)]",cơ ngạ bất năng xuất môn hộ,Cơ Ngạ Bất Năng Xuất Môn Hộ,"['鱗', '饒', '不', '能', '曲', '門', '斤']","['cơ', 'ngạ', 'bất', 'năng', 'xuất', 'môn', 'hộ']"
231,2,君聞之,"[(265, 68), (303, 194)]",quân văn chi,Quân Văn Chi,"['君', '聞', '之']","['quân', 'văn', 'chi']"
231,3,曰吾大者不能行其道,"[(223, 74), (256, 455)]",viết ngô đại giả bất năng hành kỳ đạo,Viết Ngô Đại Giả Bất Năng Hành Kỳ Đạo,"['曰', '吾', '大', '者', '不', '能', '行', '其', '道']","['viết', 'ngô', 'đại', 'giả', 'bất', 'năng', 'hành', 'kỳ', 'đạo']"
231,4,又不能從其言也,"[(178, 65), (211, 366)]",hựu bất năng tòng kỳ ngôn dã,Hựu Bất Năng Tòng Kỳ Ngôn Dã,"['又', '不', '能', '從', '其', '言', '也']","['hựu', 'bất', 'năng', 'tòng', 'kỳ', 'ngôn', 'dã']"
231,5,使鱗餓於我土地,"[(131, 67), (171, 367)]",sử cơ ngạ ư ngã thổ địa,Sử Cơ Ngạ Ư Ngã Thổ Địa,"['使', '鱗', '餓', '於', '我', '土', '地']","['sử', 'cơ', 'ngạ', 'ư', 'ngã', 'thổ', 'địa']"
231,6,𢚸命之,"[(85, 66), (125, 193)]",ngô sỉ chi,Ngô Sỉ Chi,"['𢚸', '命', '之']","['ngô', 'sỉ', 'chi']"
231,7,周之亦可受也,"[(43, 65), (83, 368)]",chu chi diệc khả thọ dã,Chu Chi Diệc Khả Thọ Dã,"['周', '之', '亦', '可', '受', '也']","['chu', 'chi', 'diệc', 'khả', 'thọ', 'dã']"
233,0,兑死而己矣,"[(352, 65), (394, 286)]",miễn tử nhi dĩ hỹ,Miễn Tử Nhi Dĩ Hỹ,"['兑', '死', '而', '己', '矣']","['miễn', 'tử', 'nhi', 'dĩ', 'hỹ']"
233,1,孟子曰,"[(312, 69), (347, 193)]",mạnh tử viết,15 Mạnh Tử Viết,"['孟', '子', '曰']","['mạnh', 'tử', 'viết']"
233,2,舜發於吠𣋚之中,"[(269, 67), (299, 370)]",thuấn phát ư quyến mẫu chi trung,Thuấn Phát Ư Quyến Mẫu Chi Trung,"['舜', '發', '於', '吠', '𣋚', '之', '中']","['thuấn', 'phát', 'ư', 'quyến', 'mẫu', 'chi', 'trung']"
233,3,傳説𦊚於版説之間,"[(220, 67), (257, 415)]",phó duyệt cử ư bản trúc chi gian,Phó Duyệt Cử Ư Bản Trúc Chi Gian,"['傳', '説', '𦊚', '於', '版', '説', '之', '間']","['phó', 'duyệt', 'cử', 'ư', 'bản', 'trúc', 'chi', 'gian']"
233,4,膠高󰁮於魚盥之中,"[(174, 63), (217, 419)]",giao cách cử ư ngư diêm chi trung,Giao Cách Cử Ư Ngư Diêm Chi Trung,"['膠', '高', '\U000f006e', '於', '魚', '盥', '之', '中']","['giao', 'cách', 'cử', 'ư', 'ngư', 'diêm', 'chi', 'trung']"
233,5,管夷吾𦊚於士,"[(132, 67), (168, 324)]",quản di ngô cử ư sĩ,Quản Di Ngô Cử Ư Sĩ,"['管', '夷', '吾', '𦊚', '於', '士']","['quản', 'di', 'ngô', 'cử', 'ư', 'sĩ']"
233,6,孫叔敖𦊚於海,"[(87, 69), (123, 326)]",tôn thúc ngao cử ư hải,Tôn Thúc Ngao Cử Ư Hải,"['孫', '叔', '敖', '𦊚', '於', '海']","['tôn', 'thúc', 'ngao', 'cử', 'ư', 'hải']"
233,7,百里奚𦊚於市,"[(44, 69), (76, 323)]",bách lý hề cử ư thị,Bách Lý Hề Cử Ư Thị,"['百', '里', '奚', '𦊚', '於', '市']","['bách', 'lý', 'hề', 'cử', 'ư', 'thị']"
235,0,故夭將降犬任於是人也,"[(352, 66), (390, 503)]",cố thiên tương giáng đại nhiệm ư thị dân dã,Cố Thiên Tương Giáng Đại Nhiệm Ư Thị Dân Dã,"['故', '夭', '將', '降', '犬', '任', '於', '是', '人', '也']","['cố', 'thiên', 'tương', 'giáng', 'đại', 'nhiệm', 'ư', 'thị', 'dân', 'dã']"
235,1,必先苦其心志,"[(313, 66), (344, 322)]",tất tiên khổ kỳ tâm chí,Tất Tiên Khổ Kỳ Tâm Chí,"['必', '先', '苦', '其', '心', '志']","['tất', 'tiên', 'khổ', 'kỳ', 'tâm', 'chí']"
235,2,勞其飭骨饒其體膚,"[(266, 65), (304, 465)]",lao kỳ cân cốt ngã kỳ thể phu,Lao Kỳ Cân Cốt Ngã Kỳ Thể Phu,"['勞', '其', '飭', '骨', '饒', '其', '體', '膚']","['lao', 'kỳ', 'cân', 'cốt', 'ngã', 'kỳ', 'thể', 'phu']"
235,3,空之其身,"[(219, 63), (258, 238)]",không phạp kỳ thân,Không Phạp Kỳ Thân,"['空', '之', '其', '身']","['không', 'phạp', 'kỳ', 'thân']"
235,4,行排訛其所爲,"[(175, 65), (215, 329)]",hành phật loạn kỳ sở vi,Hành Phật Loạn Kỳ Sở Vi,"['行', '排', '訛', '其', '所', '爲']","['hành', 'phật', 'loạn', 'kỳ', 'sở', 'vi']"
235,5,所以動心恩性,"[(134, 69), (164, 322)]",sở dĩ động tâm nhẫn tính,Sở Dĩ Động Tâm Nhẫn Tính,"['所', '以', '動', '心', '恩', '性']","['sở', 'dĩ', 'động', 'tâm', 'nhẫn', 'tính']"
235,6,曾益其所不能,"[(88, 64), (123, 327)]",tăng ích kỳ sở bất năng,Tăng Ích Kỳ Sở Bất Năng,"['曾', '益', '其', '所', '不', '能']","['tăng', 'ích', 'kỳ', 'sở', 'bất', 'năng']"
235,7,人恒過然後能改,"[(41, 64), (83, 415)]",nhân hằng quá nhiên hậu năng cải,Nhân Hằng Quá Nhiên Hậu Năng Cải,"['人', '恒', '過', '然', '後', '能', '改']","['nhân', 'hằng', 'quá', 'nhiên', 'hậu', 'năng', 'cải']"
237,0,因於心衝於慮,"[(347, 64), (395, 384)]",khốn ư tâm hành ư lự,Khốn Ư Tâm Hành Ư Lự,"['因', '於', '心', '衝', '於', '慮']","['khốn', 'ư', 'tâm', 'hành', 'ư', 'lự']"
237,1,而後作,"[(309, 63), (350, 192)]",nhi hậu tác,Nhi Hậu Tác,"['而', '後', '作']","['nhi', 'hậu', 'tác']"
237,2,徵於包發於聲,"[(263, 65), (308, 374)]",trưng ư sắc phát ư thanh,Trưng Ư Sắc Phát Ư Thanh,"['徵', '於', '包', '發', '於', '聲']","['trưng', 'ư', 'sắc', 'phát', 'ư', 'thanh']"
237,3,而後瑜,"[(223, 69), (257, 207)]",nhi hậu dụ,Nhi Hậu Dụ,"['而', '後', '瑜']","['nhi', 'hậu', 'dụ']"
237,4,八則無法家排士,"[(179, 69), (216, 369)]",nhập tắc vô pháp gia bật sĩ,Nhập Tắc Vô Pháp Gia Bật Sĩ,"['八', '則', '無', '法', '家', '排', '士']","['nhập', 'tắc', 'vô', 'pháp', 'gia', 'bật', 'sĩ']"
237,5,出則無敵國外患者,"[(132, 66), (171, 415)]",xuất tắc vô địch quốc ngoại hoạn giả,Xuất Tắc Vô Địch Quốc Ngoại Hoạn Giả,"['出', '則', '無', '敵', '國', '外', '患', '者']","['xuất', 'tắc', 'vô', 'địch', 'quốc', 'ngoại', 'hoạn', 'giả']"
237,6,國恒亡一,"[(90, 68), (123, 206)]",quốc hằng vong,Quốc Hằng Vong,"['國', '恒', '亡', '一']","['quốc', 'hằng', 'vong']"
237,7,然後知生於憂患,"[(44, 66), (80, 371)]",nhiên hậu tri sinh ư ưu hoạn,Nhiên Hậu Tri Sinh Ư Ưu Hoạn,"['然', '後', '知', '生', '於', '憂', '患']","['nhiên', 'hậu', 'tri', 'sinh', 'ư', 'ưu', 'hoạn']"
239,0,而死於安樂也,"[(349, 65), (392, 327)]",nhi tử ư an lạc dã,Nhi Tử Ư An Lạc Dã,"['而', '死', '於', '安', '樂', '也']","['nhi', 'tử', 'ư', 'an', 'lạc', 'dã']"
